REGISTRO_ANCINE;RAZAO_SOCIAL;CNPJ;REGISTRO_ANCINE_ASSOCIADO;AGENTE_ECONOMICO_ASSOCIADO;CNPJ_ASSOCIADO;RELACAO;DATA_ASSOCIACAO
56337;NONADA ASSOCIAÇÃO CULTURAL;22.287.860/0001-90;54126;ECULTURAL LTDA;29.145.039/0001-89;COLIGAÇÃO;21/07/2023
56367;GERALDO MARCELO SOARES SANCHES LTDA;35.211.209/0001-89;56427;IDHEIAS - INSTITUTO DE DESENVOLVIMENTO HUMANO, EMPREENDEDORISMO, INOVACAO E ASSISTENCIA SOCIAL;04.976.243/0001-10;COLIGAÇÃO;16/11/2023
56384;THE LOOK FILMES E ARTES LTDA;52.310.879/0001-71;26780;CINE FORUM;19.858.064/0001-56;COLIGAÇÃO;07/11/2022
56384;THE LOOK FILMES E ARTES LTDA;52.310.879/0001-71;25979;GÊMEOS DO CINEMA E CULTURA LTDA;14.597.365/0001-50;COLIGAÇÃO;12/12/2023
56387;ODOYA ARTE E CULTURA PRODUCOES LTDA;46.704.567/0001-40;54804;LUDICA PRODUCOES AUDIOVISUAIS LTDA;12.142.466/0001-00;COLIGAÇÃO;08/09/2023
56398;CRISTINE BUBNIAK SILVÉRIO - ME;10.364.188/0001-00;52053;OXIGENIO EVENTOS LTDA;18.308.211/0001-51;COLIGAÇÃO;14/09/2022
56399;MOV TEATRO E PRODUÇÕES LTDA;19.981.290/0001-20;45799;MOV PRODUCOES CULTURAIS LTDA;12.953.673/0001-45;COLIGAÇÃO;01/06/2020
56407;CASA ROSA PRODUÇÕES LTDA;43.018.648/0001-06;27611;ORLA FILMES LTDA - ME;19.023.949/0001-35;COLIGAÇÃO;24/03/2022
56415;IBERICA CONTENT PRODUÇÕES CULTURAIS, AUDIOVISUAIS, TEATRAIS, MKT, COMUNICAÇÃO, PROMOÇÃO E EVENTOS LTDA;51.425.639/0001-50;54928;INNOVAX ARTE CULTURAL;15.495.285/0001-56;COLIGAÇÃO;14/09/2023
56415;IBERICA CONTENT PRODUÇÕES CULTURAIS, AUDIOVISUAIS, TEATRAIS, MKT, COMUNICAÇÃO, PROMOÇÃO E EVENTOS LTDA;51.425.639/0001-50;54903;FVG PRODUCOES MKT, CULTURA,CINEMA E EVENTOS LTDA;29.013.069/0001-31;COLIGAÇÃO;13/09/2023
56415;IBERICA CONTENT PRODUÇÕES CULTURAIS, AUDIOVISUAIS, TEATRAIS, MKT, COMUNICAÇÃO, PROMOÇÃO E EVENTOS LTDA;51.425.639/0001-50;54984;CENTRAL METODO PRODUÇÃO DE ARTE CULTURA CINEMA EVENTOS TEATRO E MARKETING LTDA.;04.469.272/0001-96;COLIGAÇÃO;18/09/2023
56427;IDHEIAS - INSTITUTO DE DESENVOLVIMENTO HUMANO, EMPREENDEDORISMO, INOVACAO E ASSISTENCIA SOCIAL;04.976.243/0001-10;56367;GERALDO MARCELO SOARES SANCHES LTDA;35.211.209/0001-89;COLIGAÇÃO;13/11/2023
56444;SUBSTANCIAL, COMUNICACAO E GESTAO SOCIAL LTDA;21.063.724/0001-54;42069;JERONIMO FILMES LTDA ME;14.391.816/0001-06;COLIGAÇÃO;24/01/2019
56454;HORLLE AGENCIA, PRODUÇÃO E COMPANHIA DE TEATRO E CINEMA LTDA;49.670.647/0001-10;46295;FERREIRA RODRIGUES AGÊNCIA ENSINO E CIA DE TEATRO E CINEMA;34.073.618/0001-01;COLIGAÇÃO;10/08/2020
56485;NUBIA EDWIGES PREVELATO GREGORIO LTDA;52.194.754/0001-23;43086;NUBIA EDWIGES PREVELATO GREGÓRIO COMUNICAÇÃO;33.461.160/0001-97;COLIGAÇÃO;03/06/2019
56496;VERONICA JULIANA DE PAULA ANDRADE - PRODUCOES;33.364.614/0001-01;54407;MARIA FAZ FILMES LTDA;51.389.729/0001-32;COLIGAÇÃO;15/08/2023
56539;LA PASIONARIA FILMS LTDA;26.182.786/0001-07;2719;MODO OPERANTE PRODUÇÕES CULTURAIS LTDA. ME;06.992.833/0001-62;COLIGAÇÃO;25/04/2023
56558;CASA MUTUM CULTURAL LTDA.;40.675.893/0001-90;34132;LA URSA CINEMATOGRÁFICA LTDA;22.000.363/0001-60;COLIGAÇÃO;24/12/2021
56580;AUTONAUTA PRODUÇÕES CULTURAIS LTDA ME;50.390.383/0001-20;54223;CASSIA REGINA DA SILVA;16.706.986/0001-50;COLIGAÇÃO;28/07/2023
56580;AUTONAUTA PRODUÇÕES CULTURAIS LTDA ME;50.390.383/0001-20;23354;AUTONAUTA PRODUÇÕES CULTURAIS LTDA;05.765.198/0001-18;COLIGAÇÃO;18/08/2023
56590;CASA DE CULTURA DE ISRAEL;51.582.658/0001-90;46269;UNIÃO BRASILEIRO-ISRAELITA DO BEM-ESTAR SOCIAL - UNIBES;60.978.723/0001-91;COLIGAÇÃO;05/08/2020
56592;DOG TEMAKI DESENVOLVIMENTO DE SISTEMAS LTDA;42.062.421/0001-97;34836;CAT NIGIRI LTDA ME;16.581.406/0001-45;COLIGAÇÃO;20/06/2022
56624;TUPI FILMES LTDA;47.380.467/0001-78;34900;YOUNG REPUBLIC LTDA EPP;26.426.779/0001-03;COLIGAÇÃO;31/03/2021
56625;LUCAS BRETAS PRODUCOES LTDA;44.405.834/0001-52;44419;GRATTITUDE FILMS PRODUCTIONS LTDA;30.693.863/0001-52;COLIGAÇÃO;25/10/2019
56646;DIGRAFO PRODUÇÕES LTDA;51.642.558/0001-01;50675;CARUS E MASSIRONI LTDA;08.640.077/0001-38;COLIGAÇÃO;08/03/2022
56704;NOKAUTE DIGITAL LTDA;41.584.209/0001-27;45700;BUMERANGUE PRODUCAO DE FILMES PARA PUBLICIDADE EIRELI;35.213.577/0001-66;COLIGAÇÃO;13/05/2020
56728;PAPAGAIO EMPREENDIMENTOS CULTURAIS LTDA;47.219.305/0001-52;39319;ESTH PUBLICIDADE E PRODUÇÕES ARTÍSTICAS LTDA;07.906.055/0001-04;COLIGAÇÃO;02/06/2022
56753;CINEMAS POSSÍVEIS LTDA;52.957.508/0001-86;50786;LUCAS DE JESUS FERREIRA ***********;23.988.429/0001-34;COLIGAÇÃO;18/12/2023
56762;MARIZA LEÃO FILMES PRODUÇÃO AUDIOVISUAL;36.518.916/0001-85;186;MORENA FILMES EIRELI - ME;42.473.256/0001-66;COLIGAÇÃO;05/07/2021
56763;DEZPRASONZE SERVIÇOS DE PRODUÇÃO LTDA;47.768.000/0001-08;14895;BDEVACA SERVICOS DE PRODUCAO LTDA;10.470.042/0001-40;COLIGAÇÃO;01/02/2019
56766;NOVA GOA FILMES LTDA;52.310.669/0001-83;49556;GOA FILMES LTDA;43.223.017/0001-10;COLIGAÇÃO;17/09/2021
56825;COBRA PRODUCOES ARTISTICAS LTDA;33.149.505/0001-71;1420;ETC SOLUÇÕES AUDIOVISUAIS LTDA;05.058.400/0001-71;COLIGAÇÃO;07/08/2008
56861;DC SET EVENTOS LTDA;08.753.682/0001-15;50038;DELOS PRODUÇÕES CULTURAIS LTDA;39.601.053/0001-01;COLIGAÇÃO;25/11/2021
56883;SPIRA PRODUÇÃO E COMUNICAÇÃO LTDA;01.813.382/0001-35;3022;JÚPITER TEATRO PRODUÇÕES ARTÍSTICAS LTDA.;07.002.655/0001-48;COLIGAÇÃO;25/07/2023
56895;INSTITUTO SOCIAL NAÇÃO BRASIL;12.953.690/0001-82;53597;GRUPO NAÇÃO HIP HOP DO ESTADO DE SANTA CATARINA;04.653.753/0001-57;COLIGAÇÃO;07/06/2023
56897;CK FILMES DE IMPACTO LTDA;53.066.828/0001-09;31750;CAMILA KZAN PRODUCAO DE FILMES-ME;20.606.358/0001-70;COLIGAÇÃO;19/01/2022
56903;BLESSED RECORDS PRODUCOES ARTISTICAS LTDA;51.764.432/0001-00;24094;KILIMANJARO PRODUCÕES ARTÍSTICAS LTDA;17.011.619/0001-02;COLIGAÇÃO;10/06/2019
56909;EUROPA DIGITAL LTDA;29.823.319/0001-07;2308;LW EDITORA DISTRIBUIDORA E ASSESSORIA DE COMUNICAÇÃO LTDA;02.254.727/0001-20;COLIGAÇÃO;11/08/2020
56909;EUROPA DIGITAL LTDA;29.823.319/0001-07;2250;CANNES PRODUÇÕES S/A;72.672.017/0001-04;COLIGAÇÃO;27/04/2021
56913;SP 2 STUDIO HOUSE LTDA;37.658.034/0001-88;36119;SP2 BRAZIL SPORT PRODUCTION AND AUDIO VISUAL LTDA;10.189.069/0001-69;COLIGAÇÃO;12/06/2024
56958;CRIA E REALIZA SOLUÇÕES EM EVENTOS LTDA;24.818.295/0001-76;54630;REGATA ARTE CULTURA ENTRETENIMENTO LTDA;50.508.277/0001-06;COLIGAÇÃO;31/08/2023
56989;JOSUÉ´S CINE LAGOA DA PRATA LTDA;40.202.668/0001-36;28341;JOSUE'S CINE ALAMEDA LTDA;21.428.764/0001-52;COLIGAÇÃO;22/12/2023
56989;JOSUÉ´S CINE LAGOA DA PRATA LTDA;40.202.668/0001-36;19845;JOSUÉ´S CINE SAMONTE LTDA.;13.067.326/0001-88;COLIGAÇÃO;15/07/2020
56989;JOSUÉ´S CINE LAGOA DA PRATA LTDA;40.202.668/0001-36;15092;JOSUE´S CINE & FOTO LTDA;07.723.488/0001-24;COLIGAÇÃO;18/06/2020
56989;JOSUÉ´S CINE LAGOA DA PRATA LTDA;40.202.668/0001-36;45996;JOSUÉ´S CINE ARCOS LTDA.;33.564.975/0001-00;COLIGAÇÃO;02/07/2020
56989;JOSUÉ´S CINE LAGOA DA PRATA LTDA;40.202.668/0001-36;34841;JONASCE LTDA.- ME;00.977.351/0001-57;COLIGAÇÃO;01/09/2022
56989;JOSUÉ´S CINE LAGOA DA PRATA LTDA;40.202.668/0001-36;20441;CINE CANASTRA LTDA;14.583.558/0001-51;COLIGAÇÃO;28/07/2020
56989;JOSUÉ´S CINE LAGOA DA PRATA LTDA;40.202.668/0001-36;17776;JOSUE'S CINE SHOPPING LTDA;11.122.144/0001-37;COLIGAÇÃO;08/12/2020
56989;JOSUÉ´S CINE LAGOA DA PRATA LTDA;40.202.668/0001-36;16897;JOSUÉ´S CINE HOTEL FAZENDA SOBRADINHO LTDA-ME;11.571.077/0001-38;COLIGAÇÃO;01/09/2022
56989;JOSUÉ´S CINE LAGOA DA PRATA LTDA;40.202.668/0001-36;46087;JOSUE'S CINE SANTA CRUZ LTDA;36.187.298/0001-38;COLIGAÇÃO;22/12/2023
57044;CIA DOS PRAZERES PRODUCOES ARTISTICAS LTDA.;18.211.760/0001-03;37263;OPY FILMES LTDA.;27.865.827/0001-14;COLIGAÇÃO;15/08/2023
57044;CIA DOS PRAZERES PRODUCOES ARTISTICAS LTDA.;18.211.760/0001-03;46777;LUCAS WEGLINSKI ANDRADE PRODUCOES;11.896.383/0001-44;COLIGAÇÃO;29/09/2020
57055;SAGAZ FILMES LTDA;53.121.727/0001-93;1855;SAGAZ DIGITAL PRODUCOES DE VIDEOS E FILMES LTDA;05.589.859/0001-00;COLIGAÇÃO;15/05/2023
57066;TALENT PRO LTDA;35.736.848/0001-68;50008;GEISON LIMA PASSOS;27.517.874/0001-77;COLIGAÇÃO;14/06/2023
57080;LAURENT MIS;33.610.194/0001-04;22750;SONG ESTUDIOS LTDA-ME;10.568.150/0001-50;COLIGAÇÃO;05/01/2018
57109;MEMY MEDIA LTDA;41.925.346/0001-88;36058;STUPLENDO ENTRETENIMENTO LTDA. ME;26.713.158/0001-00;COLIGAÇÃO;22/12/2023
57116;R. ASSAD FILHO FILMES;32.533.913/0001-60;19889;MARE ALTA FILMES EIRELI;97.544.735/0001-18;COLIGAÇÃO;04/04/2024
57120;PARA VIGO ME VOY CINEMATOGRAFICA LTDA;47.606.738/0001-60;31433;BRASILIANA RIO PRODUCOES ARTISTICAS LTDA;15.657.058/0001-80;COLIGAÇÃO;03/09/2021
57121;HOLANDA PRODUCAO LTDA;53.320.282/0001-70;14842;TAKE ONE COMUNICAÇÃO LTDA;05.204.875/0001-29;COLIGAÇÃO;28/08/2013
57124;N/COUTO COMUNICAÇÃO LTDA;05.264.054/0001-88;41383;MAGDA RIOS RIMOLO;30.291.709/0001-54;COLIGAÇÃO;01/10/2020
57149;ALL MARKET CONSULTORIA EM MARKETING LTDA;00.077.702/0001-73;12965;TRATOR FILMES LTDA;08.164.917/0001-33;COLIGAÇÃO;09/03/2023
57149;ALL MARKET CONSULTORIA EM MARKETING LTDA;00.077.702/0001-73;30240;RICARDO GUARANY CUNHA SANTOS-ME;12.668.237/0001-24;COLIGAÇÃO;27/08/2021
57150;CULT CINEMAS SANTIAGO;53.288.266/0001-48;38511;CULT CINEMAS LTDA;28.708.005/0001-92;COLIGAÇÃO;03/08/2023
57150;CULT CINEMAS SANTIAGO;53.288.266/0001-48;54108;CULT CINEMAS VICTORIA LTDA;51.066.341/0001-09;COLIGAÇÃO;19/07/2023
57150;CULT CINEMAS SANTIAGO;53.288.266/0001-48;45324;CRISTIANE DE SOUZA BRANDOLT;34.712.675/0001-85;COLIGAÇÃO;18/03/2020
57150;CULT CINEMAS SANTIAGO;53.288.266/0001-48;41664;BRANDOLT E CIA LTDA;31.320.834/0001-08;COLIGAÇÃO;23/11/2018
57155;BANDA NX ZERO LTDA;10.597.153/0001-11;50984;CONRADO LANCEROTTI GRANDINO;10.445.550/0001-78;COLIGAÇÃO;13/04/2022
57155;BANDA NX ZERO LTDA;10.597.153/0001-11;31143;R.R AGENCIA DE MUSICA LTDA - ME;09.566.531/0001-10;COLIGAÇÃO;08/12/2020
57155;BANDA NX ZERO LTDA;10.597.153/0001-11;47139;WEKSLER PRODUÇÕES MUSICAIS LTDA;10.354.593/0001-48;COLIGAÇÃO;10/11/2020
57195;MARIA QUITERIA FILMES E PRODUCOES LTDA;53.119.813/0001-61;50227;MARIA QUITÉRIA PRODUÇÕES LTDA;27.941.712/0001-61;COLIGAÇÃO;06/01/2022
57226;ANEE - ASSOCIAÇÃO NACIONAL DE ESCRITORES E EDITORAS;53.014.976/0001-80;56124;52.527.962 ORLANDO BARBOSA RODRIGUES;52.527.962/0001-05;COLIGAÇÃO;31/10/2023
57240;REDECINE CATARINA CINEMATOGRAFICA LTDA;51.747.852/0001-88;43781;REDECINE PINDAMONHANGABA CINEMAS LTDA;34.408.375/0001-07;COLIGAÇÃO;16/08/2019
57240;REDECINE CATARINA CINEMATOGRAFICA LTDA;51.747.852/0001-88;2379;MOVIESYSTEM CINEMATOGRAFICA LTDA;04.533.831/0001-80;COLIGAÇÃO;27/09/2023
57240;REDECINE CATARINA CINEMATOGRAFICA LTDA;51.747.852/0001-88;25182;REDECINE SUL CINEMAS LTDA.;18.672.374/0001-19;COLIGAÇÃO;18/03/2021
57240;REDECINE CATARINA CINEMATOGRAFICA LTDA;51.747.852/0001-88;2376;REDECINE TOTAL CINEMATOGRÁFICA LTDA;06.034.577/0001-09;COLIGAÇÃO;21/07/2021
57240;REDECINE CATARINA CINEMATOGRAFICA LTDA;51.747.852/0001-88;47520;NETCINE ASSESSORIA DE NEGOCIO E INGRESSOS LTDA;14.859.056/0001-00;COLIGAÇÃO;11/01/2021
57240;REDECINE CATARINA CINEMATOGRAFICA LTDA;51.747.852/0001-88;31741;REDECINE GRANJA VIANNA ADMINISTRADORA SPE LTDA;23.669.825/0001-07;COLIGAÇÃO;16/03/2021
57240;REDECINE CATARINA CINEMATOGRAFICA LTDA;51.747.852/0001-88;22729;REDECINE VALINHOS CINEMATOGRÁFICA LTDA;15.774.293/0001-31;COLIGAÇÃO;09/09/2022
57240;REDECINE CATARINA CINEMATOGRAFICA LTDA;51.747.852/0001-88;24536;REDECINE MOGI GUAÇU CINEMATOGRÁFICA LTDA;16.888.328/0001-26;COLIGAÇÃO;29/04/2024
57240;REDECINE CATARINA CINEMATOGRAFICA LTDA;51.747.852/0001-88;31135;REDECINE LONDRINA CINEMATOGRAFICA LTDA;21.923.650/0001-89;COLIGAÇÃO;27/07/2021
57240;REDECINE CATARINA CINEMATOGRAFICA LTDA;51.747.852/0001-88;44914;REDECINE RIO GRANDE CINEMATOGRAFICA LTDA;35.804.953/0001-97;COLIGAÇÃO;09/01/2020
57240;REDECINE CATARINA CINEMATOGRAFICA LTDA;51.747.852/0001-88;24534;REDECINE BSB CINEMATOGRÁFICA LTDA;18.087.870/0001-05;COLIGAÇÃO;11/05/2023
57240;REDECINE CATARINA CINEMATOGRAFICA LTDA;51.747.852/0001-88;5654;REDECINE-CPQ CINEMATOGRÁFICA LTDA;07.665.262/0001-14;COLIGAÇÃO;12/11/2019
57240;REDECINE CATARINA CINEMATOGRAFICA LTDA;51.747.852/0001-88;44837;REDECINE SANTOS CINEMATOGRAFICA LTDA;35.441.232/0001-60;COLIGAÇÃO;19/12/2019
57243;DANIEL LEITE ALMEIDA ME;35.454.798/0001-26;30233;ATO3 PRODUCOES ARTISTICAS E EDITORIAIS LTDA - ME;22.327.940/0001-22;COLIGAÇÃO;22/02/2022
57244;NOMADNATION PRODUÇÕES LTDA;53.556.880/0001-43;34488;MOVIE MACHINE PRODUÇÕES LTDA;25.175.289/0001-00;COLIGAÇÃO;10/12/2021
57263;ROZENO E ROZENO LTDA;36.636.667/0001-22;42324;ROZENO E CABRAL LTDA;30.728.447/0001-42;COLIGAÇÃO;22/02/2019
57276;LIGHTSTAR INTERNACIONAL ESTUDIOS DE ANIMACAO LTDA;40.158.168/0001-44;6316;PRODUTORA DE ANIMAÇÃO E ARTES DIGITAIS LTDA. -ME;07.097.985/0001-64;COLIGAÇÃO;30/04/2020
57292;REALIZACINE PRODUCOES LTDA.;39.978.602/0001-53;43887;S20 PRODUCOES LTDA;33.073.154/0001-62;COLIGAÇÃO;02/06/2022
57304;NOSSA PRODUÇÕES AUDIOVISUAIS LTDA.;53.651.173/0001-36;21501;RETAIL PRODUCOES AUDIOVISUAIS LTDA;15.453.480/0001-13;COLIGAÇÃO;29/09/2022
57318;ASSOCIAÇÃO SOCIOCULTURAL NUBAS;40.478.476/0001-57;30436;JAMILE DOS SANTOS COELHO - ME;13.456.325/0001-25;COLIGAÇÃO;10/05/2024
57385;CRIACINE FILMES LTDA;49.839.130/0001-01;39550;SOMOS 3S COMUNICAÇÃO LTDA;27.787.109/0001-77;COLIGAÇÃO;26/03/2024
57392;PHILIPEIA PRODUCOES DE CINEMA LTDA;53.637.870/0001-32;27412;EXTRATO DE CINEMA PRODUÇÕES E SERVIÇOS CINEMATOGRÁFICOS LTDA;13.124.984/0001-64;COLIGAÇÃO;09/07/2019
57417;53.786.191 MARCOS BATISTA MENDES;53.786.191/0001-25;57744;ILUMINA LTDA;36.266.081/0001-13;COLIGAÇÃO;19/04/2024
57430;ADRIANA PINTO BARROS;05.158.939/0001-00;56378;MIRIADE PRODUCAO AUDIOVISUAL LTDA.;35.851.546/0001-30;COLIGAÇÃO;13/11/2023
57450;OPOENTE LTDA;53.120.683/0001-87;45170;CRISTIANO DONIZETI PEDRO COMERCIO E SERVICOS LTDA;23.194.678/0001-58;COLIGAÇÃO;19/02/2020
57459;AGENCIA ESPACIAL CONTEUDOS LTDA;37.127.488/0001-22;27682;AGÊNCIA ESPACIAL PRODUÇÕES E TRANSMISSÕES LTDA;01.642.718/0001-44;COLIGAÇÃO;19/02/2024
57486;DIFERENCIAL EMPREENDIMENTOS LTDA;18.519.245/0001-95;3583;MKT7 COMUNICACAO INTEGRADA: CONTEUDO, RELACIONAMENTO E MARKETING DIGITAL LTDA;00.434.412/0001-30;COLIGAÇÃO;28/06/2024
57486;DIFERENCIAL EMPREENDIMENTOS LTDA;18.519.245/0001-95;19428;APTA SERVIÇOS LTDA-ME;07.932.970/0001-74;COLIGAÇÃO;19/08/2020
57516;PORTO FILMES LTDA;32.782.626/0001-93;25672;FOKA VIDEOS E COMUNICAÇÃO LTDA;14.631.241/0001-43;COLIGAÇÃO;15/01/2019
57517;ALMAVIVA MUSICA E ENTRETENIMENTO LTDA;48.099.958/0001-08;734;WARNER MUSIC BRASIL LTDA.;42.470.112/0001-56;COLIGAÇÃO;02/04/2024
57518;B S VITA & CIA LTDA;52.705.117/0001-74;52260;47.496.749 LTDA;47.496.749/0001-35;COLIGAÇÃO;11/01/2023
57519;ZODIACH ARTE, SOM E IMAGEM LTDA;53.794.548/0001-17;54916;37.587.751 MARCELO AUGUSTO SILVA LOPES;37.587.751/0001-66;COLIGAÇÃO;14/09/2023
57533;PINGUIM STUDIO CRIATIVO LTDA;51.414.537/0001-39;25080;PINGUIM FILMES LTDA;14.287.886/0001-00;COLIGAÇÃO;30/10/2020
57546;IM CRIAÇÕES ARTÍSTICAS LTDA;14.750.230/0001-82;5005;CACO DISCO PRODUÇÃO LTDA;07.442.094/0001-06;COLIGAÇÃO;20/06/2022
57583;ROTEIRARIA PRODUÇÕES LTDA;51.439.330/0001-19;42878;PAPA CONTEÚDO E PRODUÇÕES LTDA - ME;24.416.922/0001-42;COLIGAÇÃO;06/05/2019
57583;ROTEIRARIA PRODUÇÕES LTDA;51.439.330/0001-19;35181;ROTEIRARIA CONTEUDOS LTDA - ME;23.398.455/0001-02;COLIGAÇÃO;09/09/2022
57593;FILMES DO ALTO PRODUCOES CINEMATOGRAFICAS LTDA;53.781.980/0001-73;46861;PEQUIZEIRO FILMES LTDA;30.096.284/0001-22;COLIGAÇÃO;06/04/2021
57606;DOLOMITA FILMES PRODUCOES CINEMATOGRAFICAS LTDA;37.377.119/0001-98;17547;DAZA PRODUÇÃO CULTURAL LTDA ME;12.240.058/0001-91;COLIGAÇÃO;10/11/2020
57624;LEÃO PRODUÇÖES ARTÍSTICAS LTDA;31.592.671/0001-12;17033;REC BEAT DISCOS E PRODUÇÕES ARTÍTICAS LTDA;00.650.779/0001-90;COLIGAÇÃO;27/05/2019
57629;GURIA PRODUÇÕES ARTÍSTICAS - LTDA;50.266.648/0001-82;14054;BUREAU DE COMUNICAÇÃO E EVENTOS LTDA;79.873.451/0001-93;COLIGAÇÃO;12/12/2023
57663;LUMAX - PUBLICIDADE E CONSULTORIA LTDA;28.248.229/0001-69;15107;LM CAVALCANTE VASCONCELOS SERVIÇOS LTDA-ME;08.251.098/0001-61;COLIGAÇÃO;04/03/2013
57665;53.450.239 ANA PAULA BOVI VALLILO;53.450.239/0001-20;45450;ANA PAULA BOVI VALLILO ***********;28.634.059/0001-50;COLIGAÇÃO;02/04/2020
57681;RAINWALD MULLER ***********;40.380.947/0001-90;46721;RAINWALD MULLER IMAGEM;11.303.291/0001-03;COLIGAÇÃO;22/09/2020
57682;MAR DE MORROS PRODUÇÕES AUDIOVISUAIS LTDA;46.964.642/0001-01;30741;EL RENO FITAS CINEMATOGRÁFICAS LTDA;22.660.026/0001-07;COLIGAÇÃO;14/09/2020
57689;MEDIA PLAY FILMES LTDA;54.183.002/0001-92;27124;CUKA FILMES LTDA - ME;20.239.442/0001-00;COLIGAÇÃO;27/05/2019
57722;T.HASE FILMES E PRODUCOES LTDA;51.166.285/0001-76;47085;TELA. TV SERVICOS E COMERCIO DE OBJETOS DE ARTE LTDA;30.719.745/0001-76;COLIGAÇÃO;05/11/2020
57729;MIERI PRODUÇÕES DE AUDIO VISUAL LTDA;52.744.512/0001-66;42657;MIPRA PRODUCOES DE AUDIO VISUAL LTDA ME;32.648.759/0001-71;COLIGAÇÃO;04/04/2019
57729;MIERI PRODUÇÕES DE AUDIO VISUAL LTDA;52.744.512/0001-66;19873;AP PRODUÇÕES E IMAGENS FOTOGRÁFICAS EIRELI;06.251.977/0001-68;COLIGAÇÃO;12/06/2024
57730;FILMES DA PENINSULA LTDA;38.139.850/0001-48;17547;DAZA PRODUÇÃO CULTURAL LTDA ME;12.240.058/0001-91;COLIGAÇÃO;10/11/2020
57737;INSTITUTO DE REFERENCIA DA JUVENTUDE;17.025.971/0001-99;41977;REDE URBANA DE AÇÕES SOCIOCULTURAIS;05.834.872/0001-79;COLIGAÇÃO;09/01/2019
57742;TAKE MOVIES PRODUÇÕES AUDIO E VIDEO LTDA;39.936.816/0001-67;24561;CLAKET PRODUÇÕES AUDIO E VIDEO LTDA ME;17.967.979/0001-74;COLIGAÇÃO;16/05/2024
57742;TAKE MOVIES PRODUÇÕES AUDIO E VIDEO LTDA;39.936.816/0001-67;22600;FC PRODUÇÕES AUDIO E VIDEO LTDA ME;13.781.822/0001-07;COLIGAÇÃO;12/07/2023
57742;TAKE MOVIES PRODUÇÕES AUDIO E VIDEO LTDA;39.936.816/0001-67;40676;MOVIES PRODUÇÕES AUDIO E VIDEO LTDA - ME;29.189.572/0001-42;COLIGAÇÃO;16/05/2024
57744;ILUMINA LTDA;36.266.081/0001-13;57417;53.786.191 MARCOS BATISTA MENDES;53.786.191/0001-25;COLIGAÇÃO;15/02/2024
57766;A BRASIL FILMES RECIFE LTDA;52.007.187/0001-59;25577;A. BRASIL & R. OLIVEIRA LTDA;15.806.023/0001-65;COLIGAÇÃO;12/06/2024
57767;ALMA CRIACAO DE CONTEUDO LTDA;34.666.960/0001-07;33245;D T CASTILHO PRODUTORA - ME;23.566.806/0001-47;COLIGAÇÃO;14/07/2021
57768;MEGUSTA PRODUCOES LTDA.;24.005.208/0001-61;50848;MUSA PRODUÇÕES LTDA;44.298.280/0001-31;COLIGAÇÃO;29/03/2022
57777;MEIA NOITE FILMES LTDA;51.255.502/0001-02;30712;KAIROS FILMES LTDA;21.422.978/0001-11;COLIGAÇÃO;10/10/2023
57784;REALTV LTDA;54.020.140/0001-50;46896;STARKE AGENCIAMENTO DE NEGÓCIOS LTDA;39.237.339/0001-41;COLIGAÇÃO;26/04/2024
57794;FMM CONTEUDO E ESTRATEGIA LTDA;40.792.803/0001-40;25620;VBRAND ESTRATÉGIA EM VÍDEOS LTDA.;16.871.807/0001-30;COLIGAÇÃO;03/09/2020
57806;SUMBIOUN TECNOLOGIAS LTDA;28.330.513/0001-80;34431;PEDRO DE FREITAS VENEROSO - ME;22.910.675/0001-00;COLIGAÇÃO;17/11/2021
57831;INCA - FORFI COMUNICACAO LTDA;50.056.684/0001-11;20380;IN MÍDIA DIGITAL LTDA. - ME.;10.777.190/0001-01;COLIGAÇÃO;02/08/2022
57839;PARIS RIO PRODUCOES CINEMATOGRAFICAS LTDA;54.195.275/0001-57;19553;PARIS PRODUÇÕES CINEMATOGRÁFICAS LTDA;12.580.503/0001-62;COLIGAÇÃO;02/12/2022
57852;54.103.823 GUILHERME MORO DECONTO;54.103.823/0001-71;50401;DECONTO IND. ART. DE PESCA LTDA;81.412.223/0001-68;COLIGAÇÃO;31/01/2022
57854;CACUMBU PRODUCOES CULTURAIS LTDA;42.468.375/0001-20;40945;LUTFI E RIOS PROJETOS LTDA;06.132.042/0001-62;COLIGAÇÃO;01/11/2023
57882;THE FUTURE STUDIOS LTDA;53.977.364/0001-92;53101;HUB MÍDIA GESTÃO DE PROPRIEDADE INTELECTUAL E PARCERIAS ESTRATÉGICAS;37.920.363/0001-55;COLIGAÇÃO;30/03/2023
57890;53.965.375 ADILSON VOHS JUNIOR;53.965.375/0001-52;49072;ADILSON VOHS JUNIOR ***********;41.850.957/0001-04;COLIGAÇÃO;21/07/2021
57891;54.573.650 ROMERO FONSECA LIMA DA FONTE;54.573.650/0001-55;18402;IDEIAEIMAGEM COMPUTAÇÃO GRÁFICA LTDA;13.243.872/0001-22;COLIGAÇÃO;22/03/2018
57903;KNOX COMPLIANCE;48.894.432/0001-10;28978;ICAP - INSTITUTO COM A PALAVRA;13.911.195/0001-73;COLIGAÇÃO;19/04/2024
57903;KNOX COMPLIANCE;48.894.432/0001-10;29256;SECULO XXI ASSESSORIA ADMINISTRATIVA NACIONAL E INTERNACIONAL LTDA.;01.139.024/0001-99;COLIGAÇÃO;11/05/2020
